,31.12.24,01.12.24,01.11.24,02.10.24,02.09.24,03.08.24,04.07.24,04.06.24,05.05.24,05.04.24,06.03.24,05.02.24,06.01.24,07.12.23,07.11.23,08.10.23,08.09.23,09.08.23,10.07.23,10.06.23,11.05.23,11.04.23,12.03.23,10.02.23,11.01.23,12.12.22,12.11.22,13.10.22,13.09.22,14.08.22,15.07.22,15.06.22,16.05.22,16.04.22,17.03.22,15.02.22,16.01.22,17.12.21,17.11.21,18.10.21,18.09.21,19.08.21,20.07.21,20.06.21,21.05.21,21.04.21,22.03.21,20.02.21,21.01.21,22.12.20,22.11.20,23.10.20,23.09.20,24.08.20,25.07.20,25.06.20,26.05.20,26.04.20,27.03.20,26.02.20,27.01.20,28.12.19,28.11.19,29.10.19,29.09.19,30.08.19,31.07.19,01.07.19,01.06.19,02.05.19,02.04.19,03.03.19,01.02.19,02.01.19,03.12.18,03.11.18,04.10.18,04.09.18,05.08.18,06.07.18,06.06.18,07.05.18,07.04.18,08.03.18,06.02.18,07.01.18,08.12.17,08.11.17,09.10.17,09.09.17,10.08.17,11.07.17,11.06.17,12.05.17,12.04.17,13.03.17,11.02.17,12.01.17,13.12.16,13.11.16,14.10.16,14.09.16,15.08.16,16.07.16,16.06.16,17.05.16,17.04.16,18.03.16,17.02.16,18.01.16,19.12.15,19.11.15,20.10.15,20.09.15,21.08.15,22.07.15,22.06.15,23.05.15,23.04.15,24.03.15,22.02.15,23.01.15,24.12.14,24.11.14,25.10.14,25.09.14,26.08.14,27.07.14,27.06.14,28.05.14,28.04.14,29.03.14,27.02.14,28.01.14,29.12.13,29.11.13,30.10.13,30.09.13,31.08.13,01.08.13,02.07.13,02.06.13,03.05.13,03.04.13,04.03.13,02.02.13,03.01.13,04.12.12,04.11.12,05.10.12,05.09.12,06.08.12,07.07.12,07.06.12,08.05.12,08.04.12,09.03.12,08.02.12,09.01.12,10.12.11,10.11.11,11.10.11,11.09.11,12.08.11,13.07.11,13.06.11,14.05.11,14.04.11,15.03.11,13.02.11,14.01.11,15.12.10,15.11.10,16.10.10,16.09.10,17.08.10,18.07.10,18.06.10,19.05.10,19.04.10,20.03.10,18.02.10,19.01.10
IQT46212734,21.7924,20.524,21.1369,21.6209,19.5588,25.2276,22.0132,20.8687,18.875,20.6667,20.1667,21.9288,25.4754,25.3333,28.3376,33.7572,29.312,30.1382,30.5,31.7022,36.5372,33.6166,35.9517,37.0715,35.0733,37.9346,35.2148,41.5538,33.9756,27.0524,38.5889,42.1125,35.7257,29.8582,26.404,29.5624,24.5004,25.1842,29.5339,25.6358,21.125,23.2226,25.5309,25.6127,27.9701,26.831,31.4993,26.1719,22.992,25.0496,18.9075,17.7776,20.6029,13.25,16.1667,18.137,14.6667,16.9867,23.2158,23.0606,19.1684,16.9513,18.0201,19.2715,24.5111,20.4339,20.9864,21.6689,32.8002,28.8001,28.9711,28.7735,34.4331,43.0067,37.7298,37.4437,35.173,33.2,30.6361,38.8807,32.911,33.238,32.2219,25.7583,23.2322,15.1264,18.5942,21.8097,25.2115,21.6254,17.2973,17.2272,16.803,17.2393,18.941,18.8912,17.2667,17.7457,17.8996,18.6785,20.4298,19.8352,17.2563,17.4,22.3716,21.9296,21.5978,21.1051,23.5148,18.4616,20.1597,19.8762,22.7432,25.3584,23.7697,24.7637,20.7252,20.0056,18.3372,16.3485,15.0622,14.9828,16.7362,17.9415,21.4666,24.7307,22.47,21.511,20.5209,23.3728,24.9856,27.7369,25.8193,24.9661,22.8262,25.0139,29.4019,36.6041,38.0735,35.5125,43.6178,37.6617,33.4771,44.152,50.1008,41.998,42.7212,55.222,42.7142,44.0297,46.0131,44.2676,50.021,51.7878,40.3319,42.4827,49.0897,55.8766,72.8032,76.3486,81.7901,85.207,76.9988,65.0385,54.7537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT644701707,207.0612,206.3493,211.4209,220.3462,211.2909,252.8813,233.6293,241.2262,246.1394,248.8121,261.1328,261.9435,281.1274,324.0401,364.678,391.6573,338.6452,341.2251,355.5567,328.532,383.3111,371.6356,443.2257,395.0671,410.9702,429.7102,483.8412,588.7706,534.089,440.1974,533.4869,520.2397,477.3377,415.0951,393.036,381.8823,322.8159,321.2665,289.02,322.6837,265.8825,296.4783,302.3878,274.4874,284.1559,284.5062,365.1218,358.0507,359.7413,358.1555,539.5049,561.9928,510.9775,477.3772,503.1378,523.0332,512.8684,576.9504,549.5798,360.3505,328.5412,305.1665,337.1509,337.685,354.3808,364.6852,335.9459,327.0784,352.2528,297.802,307.3961,362.7492,372.0479,411.5785,336.0761,310.3182,287.3867,285.0719,279.5939,297.7884,288.765,283.9717,300.2996,289.6186,274.7628,229.4602,232.0455,235.4372,239.8793,233.7196,240.9745,251.2559,242.9225,245.537,357.8031,305.9985,308.7324,823.6295,370.9418,436.5084,466.0066,395.1341,378.9759,385.1347,467.9315,450.5055,508.3716,406.9668,527.2812,519.7653,481.2644,428.3654,417.2397,367.5256,385.7417,352.0293,338.4589,320.4898,336.1732,353.8296,339.2977,353.8642,340.0842,326.5901,329.1052,347.3611,301.9896,309.2346,293.1471,308.9998,293.4596,293.3701,293.697,293.6317,293.6596,294.1505,324.3271,294.022,294.5125,294.5362,294.5122,295.4122,295.6461,295.6745,296.0199,288.7232,275.2166,397.2124,296.9782,415.7919,422.2869,297.4639,297.369,297.4864,297.9595,298.187,298.6083,298.8368,298.2477,298.9339,300.0095,302.2421,302.7819,303.1927,303.4409,305.4896,305.857,306.2828,308.2015,308.3039,308.3225,307.994,308.9437,309.087,275.6605,431.4703,430.1792,429.8214,430.2786,431.2867,311.3341,312.3407,313.3682
IQT46213209,81.1258,79.9701,80.9364,86.6555,79.8665,83.9413,83.8533,90.0827,88.9614,88.4812,87.5339,87.3819,92.7012,100.8713,104.6978,109.5807,98.2024,101.0748,97.3589,95.4914,97.4904,92.3197,98.3811,102.2565,115.1424,116.8539,132.9109,138.7279,130.0671,128.7171,133.56,93.3685,91.0408,86.4143,83.8512,80.1562,72.164,73.0477,72.582,72.5682,61.7745,62.1722,61.8468,63.3735,62.0053,61.2207,61.6582,58.3256,61.359,60.7411,66.0132,68.7113,73.1937,75.2416,76.7719,78.9341,80.0088,80.1112,79.0209,76.7323,75.2048,76.9227,80.8263,84.2407,87.0207,75.9885,79.1969,81.9301,89.8067,79.168,79.0898,67.9208,73.0221,75.1296,69.9474,71.2657,66.988,64.7772,63.8757,65.2387,63.1517,63.1741,61.8124,49.5553,50.9158,71.1684,72.6848,73.0272,76.053,72.8861,73.0893,74.7078,75.4271,77.2771,77.272,69.5418,77.4173,85.4025,87.5553,99.7473,109.9145,96.9843,100.1852,100,110.4281,120.9785,157.3016,164.5972,218.3643,227.8874,155.903,112.8608,94.1877,85.9703,86.6494,80.5679,69.916,66.1061,67.7511,70.3956,68.9846,74.9837,65.2879,59.6404,58.3503,50.893,46.9953,51.7581,53.9837,54.5075,59.2756,62.0268,53.6931,50.2533,52.157,55.1075,58.8535,75.0839,81.0833,79.8981,86.5668,69.6344,68.0965,80.4404,83.5853,77.1423,89.5441,106.2198,107.9632,99.2382,111.9208,106.7654,109.1517,106.408,89.6743,95.9836,97.3446,93.9995,121.8119,110.6984,112.9447,142.0081,109.2261,106.3951,81.6494,81.6906,74.9198,78.4534,82.5672,84.4805,85.1913,82.0708,93.6787,80.1155,87.6396,84.4931,81.7219,77.1438,79.3455,66.7137,71.1613,76.5986,50.5382
IQT46214024,87.7507,86.0449,102.2086,97.5225,84.1312,84.9622,73.7158,76.4704,74.3694,69.9317,82.2698,98.2386,107.2497,110.4233,92.66,108.3342,91.2817,99.584,115.4988,112.6382,136.7037,113.3772,124.5932,129.7825,119.4709,155.1289,130.1517,123.639,119.1202,140.3953,215.859,175.0185,166.3767,134.8475,140.6529,168.4134,171.4678,180.747,179.9924,167.8025,179.4692,266.5569,255.7884,238.8199,310.4414,304.0414,356.209,289.7246,372.4798,454.7433,598.8132,694.8839,828.9808,523.329,488.3413,604.2835,845.3017,1169.8135,1410.6701,108.9914,113.3461,92.2004,101.2516,94.283,89.8923,102.7769,91.3772,84.7355,84.1894,53.6907,49.6799,46.3333,56.7924,62.3389,56.451,38.348,35.5259,34.6425,34.7024,34.6457,34.3757,35.1736,36.1435,32.7763,30.6567,34.8876,35.3084,39.5422,49.9567,61.227,64.1369,64.2306,64.4283,65.057,69.1474,78.2138,81.0005,90.2425,95.4604,110.0484,111.423,122.9549,130.9292,128.9668,141.6301,144.2017,146.7034,147.7404,194.9632,168.9295,124.1956,105.7338,101.8813,90.6212,82.6091,73.9423,70.5684,70.5748,71.4458,77.7742,82.8644,95.5561,89.3482,69.8083,74.2022,52.8115,54.2469,47.3049,49.4922,53.7931,57.0875,56.9784,57.1931,60.2353,59.2523,61.9519,67.0156,69.302,74.351,69.4705,78.5149,54.1666,57.4236,57.9847,56.4761,59.1189,50.1219,52.6846,50.3608,52.6625,56.1082,59.6288,62.8856,62.2945,51.0911,48.4376,51.9876,55.2856,65.8186,69.0308,66.6728,77.3766,54.2806,53.9703,44.4172,45.5134,43.9684,43.8162,45.9308,41.7323,36.788,36.3742,37.3474,37.642,45.5563,49.0436,59.5451,65.5602,57.282,48.1905,43.1288,43.2151,34.55
IQT46213778,154.1715,120.7615,150.8013,124.8012,97.2264,150.5667,106.6453,103.3911,103.1398,120.044,125.1519,134.4006,135.0145,141.7841,181.5826,196.1057,169.8894,164.1068,209.3717,182.1552,204.0362,174.6231,188.709,165.7274,181.1437,217.3406,213.8965,331.6127,248.1796,269.564,373.7087,236.4561,228.1919,223.7552,255.8514,202.591,137.6875,140.6941,144.3056,193.7758,146.3131,163.9536,177.8366,172.7358,173.2984,160.644,208.973,170.3306,193.3883,188.98,198.4559,249.7051,358.7453,375.7762,411.8886,406.9595,447.0974,301.3063,445.3007,147.4902,119.9029,117.1388,130.3388,117.2435,149.7145,138.7214,122.61,110.7902,161.4484,137.5494,155.6019,141.9092,177.7445,257.3098,211.4874,199.679,150.8024,137.8766,142.8761,159.7603,128.7127,133.4815,143.6441,121.831,92.1108,82.7063,89.4591,97.3129,106.2346,132.551,146.3042,169.17,170.8695,173.4955,165.8957,158.6207,176.8048,220.4484,238.1463,266.5846,289.0975,276.64,287.2564,221.6667,283.7097,296.1726,332.478,291.13,428.6532,400.1424,338.3116,315.0712,349.8237,201.4267,186.2478,166.1298,162.3928,153.7351,168.1127,183.8294,149.4907,187.4928,186.78,171.1531,169.5907,180.0675,150.4133,147.7279,129.4963,128.2281,127.4321,147.3409,127.5769,129.5499,113.0271,138.6125,150.9464,151.2059,152.0539,147.165,169.7593,125.0631,113.5769,146.7731,145.2298,142.8667,134.2764,148.7272,151.4563,154.6862,188.1423,226.7092,160.1566,168.6827,146.2809,147.1866,149.2727,142.1827,194.2473,180.3347,187.9602,229.765,205.3463,200.9921,159.7419,168.7343,153.4868,154.5501,145.1284,130.1781,138.5814,121.1731,136.3635,134.2348,128.2418,132.1445,130.1682,123.7819,126.2457,125.2302,126.1857,139.276,115.9628
IQT46214003,58.5818,54.9435,55.8681,58.0854,58.5539,66.2564,58.071,53.4307,56.5106,56.8718,61.4436,64.6754,64.4456,71.7859,85.427,85.2158,73.6113,81.4053,83.3042,81.7847,88.1002,93.3921,92.7127,81.6651,92.0681,100.1734,111.374,119.8459,113.1638,105.4793,122.3897,118.1912,103.6664,85.4955,79.413,75.2776,68.7955,68.9996,65.3565,67.9768,62.9367,65.9562,65.9054,65.333,67.3121,67.7767,67.2259,70.4565,72.1044,78.6672,81.133,86.6224,90.2248,89.8104,100.038,107.8216,108.1245,112.6908,113.0643,84.1791,84.0365,85.9677,91.5184,97.4053,661.7057,520.5566,397.2541,309.013,248.8714,216.4173,197.7233,168.1118,144.7008,120.6587,111.3248,112.6622,111.465,114.2926,108.808,110.6375,107.4004,108.2948,110.5786,112.6688,108.2692,101.4294,107.0537,114.7467,111.7154,109.6234,106.4721,100.5478,102.6399,98.0015,101.0434,98.6089,99.1418,99.999,99.9779,99.8983,99.2275,99.2886,97.5487,102.315,106.4514,108.5794,111.252,104.4269,111.5073,111.5493,110.1046,109.1366,111.5072,110.0331,107.6197,106.0451,106.2643,103.5789,104.7057,103.6965,117.5001,119.8426,113.1117,116.1953,117.9142,107.3346,102.1225,99.0443,95.2083,104.5705,105.0256,97.0402,98.9421,101.1399,107.5437,107.3913,104.843,100.2672,140.3202,135.176,144.7031,118.3572,129.2957,134.4938,133.9103,131.2872,148.1182,155.0545,156.7812,154.0767,176.9704,194.8647,197.0019,223.3327,211.5028,211.1226,211.5573,212.2207,269.5056,258.2198,278.542,265.8704,237.8083,248.0631,161.203,170.8098,162.4475,169.9836,193.9226,191.897,211.7284,196.0447,196.8618,220.3591,191.2611,212.3692,213.8872,190.9138,184.969,170.2479,186.871,202.251,181.4596
IQT46214601,549.5681,425.9122,435.7114,445.1205,498.7921,507.3858,481.9633,386.9535,394.5134,394.5134,421.7657,302.9757,293.3171,263.6297,268.3111,261.0089,269.7756,268.7965,249.3255,230.1683,227.755,233.4218,243.7025,242.552,242.0617,228.5198,229.8015,229.6573,239.0838,238.2833,237.0435,229.1458,229.1399,228.7149,226.2886,225.2277,225.4799,221.9827,219.8368,218.7642,222.9253,220.9331,219.87,214.6894,214.8125,215.1889,217.9117,219.0396,220.1104,215.9425,215.5002,220.0532,223.8046,228.6944,221.2019,213.104,211.857,210.4169,207.0636,224.6066,226.2724,200.8443,191.2362,191.1481,190.7914,196.7929,191.0161,180.8079,183.3394,185.9473,183.6631,191.7107,184.0111,183.4559,173.1453,175.0457,180.2321,188.9097,189.9121,188.1453,176.4231,176.6418,176.2109,175.2874,101.1895,99.1931,96.1222,97.0843,108.0401,110.0329,110,115.0727,341.7407,341.5537,346.3717,332.7436,330.0838,327.1234,539.3532,586.4198,592.0395,581.7446,575.9757,581.7855,603.3655,627.9621,599.1327,550.9396,624.8587,565.414,523.7747,479.1656,506.699,480.5895,517.4543,361.7671,331.297,308.1283,349.321,392.5749,349.4721,437.079,467.5547,386.7207,359.0306,386.8034,333.0265,320.3092,291.5231,307.1456,288.9901,278.0309,260.9502,284.031,277.7861,287.5784,306.3583,358.5891,363.3122,354.9432,439.7054,281.4898,259.5005,338.4992,308.9717,315.8214,327.6396,378.4339,390.0823,407.4742,503.9877,588.4342,650.3797,715.5902,706.367,780.0144,676.0616,692.2183,1099.6006,622.0328,529.9931,584.9464,582.7627,477.2211,336.9324,326.5057,356.1101,365.0696,360.7782,386.6688,453.3959,592.1469,520.0563,543.1174,578.5448,573.3899,602.5118,639.4427,453.4016,495.6708,561.3291,619.3818,592.6897
IQT46215018,63.2167,63.1388,63.4998,63.4784,63.2255,63.4721,63.4883,62.9901,62.9785,62.9823,62.9866,62.9854,62.4877,62.495,62.994,62.9828,62.9823,62.9818,62.9876,63.4631,62.9837,63.0625,62.9767,63.005,62.9871,62.9968,63.0004,62.9966,63,63,63.0014,63.034,62.0748,59.0623,60.6355,60.4966,60.5017,60.5068,60.5085,60.509,62.0545,63.6171,63.6231,63.3876,63.3879,63.3849,63.5067,63.6235,63.6165,64.6316,63.0523,63.0492,63.051,63.1627,63.1973,63.8343,63.1573,63.0684,63.0929,62.3725,61.8509,64.5853,82.7691,82.9375,85.4657,85.7519,85.5297,87.482,87.9924,83.1676,85.6473,80.6958,80.6468,79.9089,75.0393,74.9014,67.3813,65.1653,65.0837,65.6927,64.9725,64.8049,63.1993,52.9586,53.1607,55.5495,59.9339,61.2021,60.619,57.4199,58.0939,59.986,62.1709,65.0754,60.9359,44.1005,44.0819,44.1908,44.9566,44.7659,44.3283,44.0434,43.5177,43.1671,43.0821,42.5165,43.2988,42.7579,40.5083,40.7694,41.617,41.9934,39.0435,36.4679,36.714,36.312,36.5144,36.6229,36.2227,37.0203,36.3023,37.0435,38.028,37.5555,39.2239,37.0007,37.4062,36.8316,36.7797,37.8694,37.4139,40.3762,43.7497,46.7762,47.8068,52.6042,53.8783,54.9524,56.6664,50.4585,51.9206,51.0733,53.0715,60.3235,60.523,58.7509,57.2191,64.3351,63.6015,61.4042,74.8135,82.0523,66.8114,71.7169,64.3356,63.1692,66.6288,74.5864,84.0913,83.1967,94.5649,103.5139,83.7271,79.9615,69.53,68.8425,67.2436,70.3468,74.9402,63.9713,64.0552,62.8026,67.5383,65.0117,64.5646,68.8111,69.8442,69.4971,69.5271,69.8409,69.4161,70.0184,65.288
IQT313317116,49.1788,47.1404,47.607,48.6195,50.68,60.4101,54.6708,49.362,48.998,49.638,53.3704,50.6844,53.837,57.4015,66.854,67.3863,59.1336,64.1958,64.8343,64.9035,70.5536,69.1549,74.3392,73.4045,73.2871,79.7162,87.7051,95.5639,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,80.15,86.7162,80.15,80.15,87.3694,80.1765,80.15,80.15,80.15,80.15,80.15,80.1532,80.2144,80.1531,77.7028,77.7061,73.2433,80.1533,80.1533,80.1531,80.7153,80.6947,80.1533,80.1533,80.1532,80.1532,80.1531,80.1531,80.1534,79.6485,79.6484,79.6483,79.1435,79.1433,78.6387,76.619,73.0846,73.0844,65.8849,70.2163,66.7504,72.6303,66.4503,66.2143,67.6795,63.517,64.9562,69.2078,66.6284,64.7529,63.9632,63.9594,63.7743,68.6239,67.9604,62.6631,63.6413,66.1898,75.8862,80.2745,79.6104,79.2397,80.5074,79.51,80.2426,77.9752,74.4448,74.4443,73.9051,73.4185,71.7113,68.4201,70.6594,67.0704,79.6183,78.7555,74.249,83.6745,84.0784,86.617,84.1057,85.6565,87.1585,85.9205,93.3159,93.3134,93.3602,94.4896,89.1847,95.925,94.6193,90.6631,81.4314,87.5646,81.1131,84.261,82.6147,81.8908,81.0753,77.9553,81.6957,68.5758,70.0521,59.0374,56.1493,56.5426,56.8505,55.7626,57.2128,58.9436,56.8595,49.5487,60.0572,57.6581,60.8688,60.1829,60.0809,60.6403,60.1036,78.8597,86.2957,84.7571
IQT46193721,110.0754,110.0006,109.9925,109.9924,110.0014,110.0086,110.0007,110.0013,110.0072,110.0064,110.0038,110.0057,110.0054,110,110.0002,110.0014,110.0058,110.0057,110.0053,110.0026,110.0026,109.9732,110.0084,109.9945,110.0034,109.9998,109.9955,109.9957,109.9945,110.0113,109.9973,109.9846,109.9993,110.0186,109.9335,109.9978,109.9945,109.9917,109.9909,109.9905,110.0091,109.9724,109.978,109.9913,110.0034,109.9992,109.972,109.9729,109.9699,110.1185,109.9909,109.9914,110.0936,109.9683,109.9652,109.9604,109.9883,109.9837,110.0221,109.9746,109.9764,109.9758,109.992,109.9929,110.0301,109.9619,109.9635,109.957,109.9871,109.9927,110.2972,118.613,118.6132,118.407,109.9937,110.3415,111.0457,112.5121,118.5942,118.9581,129.6219,326.1305,329.9739,309.6728,309.6395,310.1859,309.1271,309.6086,321.3316,317.7223,315.7557,317.4785,315.7604,313.5662,308.8568,288.2752,274.8389,263.0942,259.4139,257.5365,254.2542,247.2491,241.2773,235.3756,226.6371,227.7647,233.5042,236.5798,241.408,245.8835,232.0859,202.3209,196.2303,168.9892,160.3787,160.648,160.9486,161.8414,162.1207,162.3975,162.5614,162.8725,162.6226,164.1066,164.5355,165.2263,165.8844,162.8927,162.9766,163.8624,164.3642,167.0082,164.1067,163.5219,164.8724,165.5554,170.388,171.2873,173.3645,169.7207,176.2702,167.0921,164.7072,165.7613,163.5027,171.8366,171.7975,171.692,175.3751,170.8215,176.4626,174.5359,172.6616,171.2422,168.692,161.6348,160.5515,158.5819,163.4886,163.4621,169.2564,176.2572,175.3454,173.6815,164.7194,163.4695,161.4549,163.0886,155.1448,155.6875,153.3482,154.9443,151.4669,143.3252,145.6571,144.9388,145.3517,160.1488,144.6572,144.5216,149.5141,150.473,151.788
IQT46214332,37.3495,37.0772,39.4269,40.7433,39.4528,40.2838,39.76,39.2667,39.3651,39.3476,34.7634,38.1656,39.157,39.2306,38.5108,38.8652,38.8446,38.7006,38.904,39.6526,39.6019,39.8846,39.0112,39.0867,39.3757,39.8724,40.2785,40.6452,40.5271,39.5813,39.5028,39.6487,35.4908,32.3956,32.343,31.6871,31.5992,35.673,36.5992,37.712,37.6667,38.917,39.5777,39.3333,39.6667,38,37.5995,35.1885,34.963,35.9366,35.9495,38.0823,37.6708,39.2401,38.9572,40.7931,43.0656,45.0123,45.107,39.5242,39.1008,39.0956,40.9479,40.4373,41.2002,40.5285,38.9122,38.059,38.5445,37.531,36.9208,34.4548,34.745,37.0873,34.8167,35.4066,34.6667,33.1958,33.9784,34.7424,35.6667,35.6667,34.7243,31.3837,31.4738,31.8786,32.842,33.1704,33.5636,33.4627,34.1633,36,38.5399,42.1818,47.8045,46.2262,49.5164,52.7932,51.9668,51.8654,50.6911,47.9958,46.8903,45.7321,42.1587,40.9366,43.0267,44.433,44.0502,43.4877,39.9309,38.6604,38.5094,38.4052,37.8646,35.0834,38.9766,42.3694,45.6752,47.5218,46.1852,45.9244,39.6363,39.2564,41.3331,40.2328,36.474,35.954,35.8553,38.7773,41.4954,41.7492,39.8056,38.9875,38.2007,40.8561,44.7007,45.6961,46.1036,46.768,45.2156,45.7638,45.5062,48.6961,44.8353,42.9045,43.9295,46.5287,45.7286,46.9186,57.7416,61.3345,66.4844,68.8803,56.716,57.1967,59.9179,58.7295,67.2898,66.3468,51.0902,52.1314,44.247,44.2057,39.854,37.5289,39.467,41.2493,37.9411,35.7146,33.7536,34.0269,37.8916,41.1216,43.3614,42.232,42.8322,42.2546,43.1656,38.3123,37.8001,40.8964,34.2481
IQT46214455,42.4591,40.3385,35.1548,35.3705,32.9664,37.9115,33.9779,32.0772,31.6177,33.4505,32.8735,34.7062,40.1269,39.1469,34.385,36.8163,32.9205,36.0842,39.107,40.6465,43.6712,40.5906,46.5264,44.8585,38.1825,44.0179,39.586,45.7557,39.8191,31.3595,36.0028,45.2699,41.4132,36.9185,34.3104,33.3359,30.8379,27.435,27.0338,25.9121,22.75,26.3289,28.3465,29.0282,32.1667,25.6875,31.5673,29.9928,26.2805,28.1115,21.1806,20.2814,23.125,15.3325,21.3208,28.1386,21.5332,18.0098,30.2412,32.8682,28.4336,27.7754,25.6645,23.9964,30.6137,26.8091,28.6384,27.2128,38.3548,32.9529,28.5957,26.7208,29.5665,35.1393,28.6402,26.6689,28.9849,25.3428,27.1936,36.6518,34.1337,34.0419,39.3662,25.5418,25.8709,15.2548,20.394,24.3046,22.9028,25.029,23.8743,24.9083,27.9559,29.268,32.5827,33.7214,39.4606,41.9608,41.8747,35.6019,31.8019,25.6059,22.8624,19.8349,27.9649,24.6269,23.3379,19.924,20.2759,17.4181,19.0496,32.9637,32.8049,25.0786,24.8512,21.2031,19.3728,15.6941,16.1777,15.8253,16.4775,15.4448,16.653,19.2915,24.2377,26.6865,23.4287,22.8416,22.2836,27.7767,31.8888,24.8534,23.3487,21.0894,21.7096,24.0574,29.9739,33.0651,36.1833,36.2726,39.3116,33.1307,31.0183,35.8799,40.1837,43.968,46.543,49.8224,49.6941,51.6563,58.1193,57.7097,63.6777,66.3416,63.0621,60.1701,65.8632,68.1355,88.2301,84.7451,78.4132,70.7177,77.8694,70.02,63.4577,64.5215,61.5066,61.4632,56.389,53.5796,54.1463,49.7894,50.8576,55.7697,54.3856,51.5255,49.7185,54.8504,60.0644,53.7651,56.1202,59.121,42.1744
IQT717020890,55.553,52.9248,53.5494,52.7846,54.3408,60.4267,57.4683,56.784,56.2501,57.9824,54.602,55.0889,59.6001,59.0031,65.9787,70.785,62.1738,64.3816,64.9686,61.4108,66.4989,67.1659,67.3103,64.2788,60.8934,66.1842,75.8394,76.6643,66.5814,62.3415,67.2895,58.4362,62.2021,57.0543,55.8131,54.3788,47.6687,46.4197,47.4186,47.0971,47.4898,51.9862,52.7733,48.3415,50.5803,48.8593,46.4732,48.3318,49.145,49.2464,50.3437,48.9465,49.0372,44.6916,48.3309,49.0075,46.4283,49.192,48.4262,49.9682,46.8714,43.8531,44.4164,46.9961,48.3662,46.8019,48.4292,47.0303,58.2529,51.7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46211273,41.9042,40.1736,42.4476,45.0792,41.8594,50.4122,44.31,43.0267,43.1594,42.8333,42.9102,50.8229,59.5535,62.4646,65.6839,63.2742,56.294,56.6275,58.0197,59.408,67.3595,65.8714,76.3721,71.7037,70.8836,79.701,82.9133,95.7506,99.3708,99.9124,135.1052,91.6977,81.0268,74.6738,72.0092,67.1065,60.1154,55.1562,55.75,59.2665,48.9738,54.2794,55.4632,56.9075,55.8234,58.2591,53.7783,50.59,49.289,43.9219,34.6842,37.7055,42.2175,35.6741,43.9216,59.2307,66.8042,53.2267,69.3898,59.2595,46.8237,49.4035,58.9936,66.3765,73.9277,39.6454,54.3704,59.8004,74.1807,69.6989,68.7281,70.0198,81.4515,96.8797,54.8966,38.2845,40.3379,40.6188,42.3072,46.1684,45.6226,43.9385,37.4017,30.1667,31.5754,24.7486,27.4539,29.3143,30.7875,32.0923,34.9546,27.9645,27.9438,28.6443,30.9356,30.224,31.3931,31.5345,32.5831,35.878,34.2249,28.6061,27.0329,27.6,30.2886,27.9213,29.5324,28.2105,26.4163,30.9005,30.7202,32.9131,35.2288,37.065,38.9527,38.8445,35.1915,30.3631,28.4038,30.0519,31.8483,35.2808,33.7673,34.8671,38.72,41.1075,37.6264,38.0345,41.0371,44.3469,45.3503,47.7602,49.9519,48.5341,39.9934,44.6097,49.26,55.3299,56.9537,51.5074,53.3162,44.282,45.5482,61.249,60.4187,61.6745,61.5157,71.9676,65.155,61.7576,95.7026,70.829,85.8195,84.9153,78.1931,79.3101,82.2808,87.6311,115.9405,114.0223,116.5973,114.8768,111.6451,105.2643,95.275,95.3689,90.6221,99.1667,113.211,109.3972,95.2335,93.384,95.2587,103.1452,119.8812,137.6227,132.8713,194.0018,171.676,137.174,125.2255,102.9557,96.9017
